id;sentiment_priemer;Specific type;Title;Author;Author id;text;Created;Added to system;Context;Link to the source;Domain;Sentiment;Sentiment points;Domain group;quality points;Tag;Keywords;Gender;Project name;field20;influenceScore;comments;views;shares;wow;love;like;haha;sad;angry;thankful;uniqueVievs;fans;retweet;favs;hearts;likes;dislikes;followers;Geolocation;Language;Country;Rating;Thread ID;text_cleaned;tokenizator
twitter_1247789743082897408;-1;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;ZPOŽDĚNÍ autobusové linky č. 18 ze zastávky Řepčín, železárny (9:15) - Tržnice (9:30) cca 15 - 20 minut.;08.04.2020 9:33;08.04.2020 23:06;;https://twitter.com/DPMO_official/statuses/1247789743082897408;twitter.com;NEGATIVE;-2;Twitter;;;;u;Olmík;;3;0;0;;0;0;0;0;0;0;0;;;0;0;;;;171;;cs;cz;;twitter_1247789743082897408;ZPOZDENI autobusove linky c. 18 ze zastavky Repcin, zelezarny (9:15) - Trznice (9:30) cca 15 - 20 minut.;zpozdeni, autobusove, linky, ze, zastavky, repcin, zelezarny, trznice, cca, minut
twitter_1248189483071258625;-1;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;12:01 ZPOŽDĚNÍ autobusové linky č. 16 ze zastávky Povel škola (11:43) - Nové Sady cca 15 minut.;09.04.2020 12:02;09.04.2020 12:45;;https://twitter.com/DPMO_official/statuses/1248189483071258625;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;3;0;0;;0;0;0;0;0;0;0;;;0;0;;;;166;;cs;cz;;twitter_1248189483071258625;12:01 ZPOZDENI autobusove linky c. 16 ze zastavky Povel skola (11:43) - Nove Sady cca 15 minut.;zpozdeni, autobusove, linky, ze, zastavky, povel, skola, nove, sady, cca, minut
twitter_1248215039619805184;-1;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;13:40 VYNECHÁNÍ tramvajové linky č. U ze zastávky Výstaviště Flora (13:31) - Neředín, krematorium (13:44) - Palackého (14:07);09.04.2020 13:43;09.04.2020 17:22;;https://twitter.com/DPMO_official/statuses/1248215039619805184;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;4;0;0;;0;0;0;0;0;0;0;;;0;2;;;;172;;cs;cz;;twitter_1248215039619805184;13:40 VYNECHANI tramvajove linky c. U ze zastavky Vystaviste Flora (13:31) - Neredin, krematorium (13:44) - Palackeho (14:07);vynechani, tramvajove, linky, ze, zastavky, vystaviste, flora, neredin, krematorium, palackeho
twitter_1250056202136010759;1;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;To je krása 😍. Poznáte, které typy vozů J. Marek ztvárnil❓ 😉 https://pic.twitter.com/JHwT83YCiS;14.04.2020 15:39;14.04.2020 17:36;;https://twitter.com/DPMO_official/statuses/1250056202136010759;twitter.com;POSITIVE;10;Twitter;;;;u;Olmík;;4;0;0;;0;0;0;0;0;0;0;;;1;5;;;;175;;cs;cz;;twitter_1250056202136010759;To je krasa 😍. Poznate, ktere typy vozu J. Marek ztvarnil❓ 😉 https://pic.twitter.com/JHwT83YCiS;to, je, krasa, poznate, ktere, typy, vozu, marek, ztvarnil
twitter_1250689830633320448;-2;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;9:35 ZPOŽDĚNÍ tramvajových linek č. X4 cca 10 - 15 minut z důvodu cizí dopravní nehody.;16.04.2020 9:37;16.04.2020 22:10;;https://twitter.com/DPMO_official/statuses/1250689830633320448;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;3;0;0;;0;0;0;0;0;0;0;;;0;0;;;;175;;cs;cz;;twitter_1250689830633320448;9:35 ZPOZDENI tramvajovych linek c. X4 cca 10 - 15 minut z duvodu cizi dopravni nehody.;zpozdeni, tramvajovych, linek, cca, minut, duvodu, cizi, dopravni, nehody
twitter_1250696888468242432;4;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;"🎞Podíleli jsme se na tvorbě zajímavého spotu o krádežích v MHD 🚋 s @beachannel 🎥. Dílo je hotovo, tak koukněte, jak se podařilo! 🤓 Za nás krásná práce! 👍🎥

https://www.youtube.com/watch?v=K5qs-Zu5U54&feature=youtu.be";16.04.2020 10:05;16.04.2020 10:23;;https://twitter.com/DPMO_official/statuses/1250696888468242432;twitter.com;POSITIVE;17;Twitter;;;;u;Olmík;;3;0;0;;0;0;0;0;0;0;0;;;0;0;;;;172;;cs;cz;;twitter_1250696888468242432;"🎞Podileli jsme se na tvorbe zajimaveho spotu o kradezich v MHD 🚋 s @beachannel 🎥. Dilo je hotovo, tak kouknete, jak se podarilo! 🤓 Za nas krasna prace! 👍🎥

https://www.youtube.com/watch?v=K5qs-Zu5U54&feature=youtu.be";podileli, jsme, se, na, tvorbe, zajimaveho, spotu, kradezich, mhd, beachannel, dilo, je, hotovo, tak, kouknete, jak, se, podarilo, za, nas, krasna, prace
twitter_1251084201115430913;1;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;Od úterý 21. 4. 2020 od 7.00 hod. do středy 22. 4. 2020 budou probíhat v prostoru zastávky Vejdovského směr Tržnice výkopové práce. Z tohoto důvodu bude zastávka přemístěna o cca 20 m zpět, k přenosnému označníku. Ukončení výkopových prací je plánováno ve středu 22. 4. 2020. https://pic.twitter.com/HWduTD8IVH;17.04.2020 11:44;17.04.2020 12:50;;https://twitter.com/DPMO_official/statuses/1251084201115430913;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;4;0;0;;0;0;0;0;0;0;0;;;1;1;;;;175;;cs;cz;;twitter_1251084201115430913;Od utery 21. 4. 2020 od 7.00 hod. do stredy 22. 4. 2020 budou probihat v prostoru zastavky Vejdovskeho smer Trznice vykopove prace. Z tohoto duvodu bude zastavka premistena o cca 20 m zpet, k prenosnemu oznacniku. Ukonceni vykopovych praci je planovano ve stredu 22. 4. 2020. https://pic.twitter.com/HWduTD8IVH;od, utery, od, hod, do, stredy, budou, probihat, prostoru, zastavky, vejdovskeho, smer, trznice, vykopove, prace, tohoto, duvodu, bude, zastavka, premistena, cca, zpet, prenosnemu, oznacniku, ukonceni, vykopovych, praci, je, planovano, ve, stredu
twitter_1251129843804184583;-1;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;"🚋 Za nedlouho budou tyto už historické koleje odstraněny a nahradí je nové. 😇
.
.
#dpmo #svamipocelyzivot #mhd #tram #tramvaj #publictransport #history #olomouc #olomouc_city #czechrepublic https://pic.twitter.com/SMgMobAb6k";17.04.2020 14:46;17.04.2020 18:20;;https://twitter.com/DPMO_official/statuses/1251129843804184583;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;4;0;0;;0;0;0;0;0;0;0;;;0;4;;;;177;;cs;cz;;twitter_1251129843804184583;"🚋 Za nedlouho budou tyto uz historicke koleje odstraneny a nahradi je nove. 😇
.
.
#dpmo #svamipocelyzivot #mhd #tram #tramvaj #publictransport #history #olomouc #olomouc_city #czechrepublic https://pic.twitter.com/SMgMobAb6k";za, nedlouho, budou, tyto, uz, historicke, koleje, odstraneny, nahradi, je, nove, dpmo, svamipocelyzivot, mhd, tram, tramvaj, publictransport, history, olomouc, olomouc, city, czechrepublic
twitter_1252144162499149826;-1;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;9:54 ZPOŽDĚNÍ 🚌19 ze zast. Hlavní nádraží (9:53)> Holice (10:03) cca 5-10 minut.;20.04.2020 9:56;20.04.2020 10:57;;https://twitter.com/DPMO_official/statuses/1252144162499149826;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;4;0;0;;0;0;0;0;0;0;0;;;0;1;;;;179;;cs;cz;;twitter_1252144162499149826;9:54 ZPOZDENI 🚌19 ze zast. Hlavni nadrazi (9:53)> Holice (10:03) cca 5-10 minut.;zpozdeni, ze, zast, hlavni, nadrazi, holice, cca, minut
twitter_1252216958159896577;3;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;"Hledáme vhodného uchazeče/uchazečku na pozici VEDOUCÍ ODBORU MARKETINGU.
Nástup: v dohodnutém termínu, nejlépe ihned.

Přihlášky s profesním životopisem a telefonním kontaktem přijímá personalista DPMO, a.s. : vranova@dpmo.cz https://pic.twitter.com/S9jSU4JdJZ";20.04.2020 14:46;20.04.2020 18:24;;https://twitter.com/DPMO_official/statuses/1252216958159896577;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;3;0;0;;0;0;0;0;0;0;0;;;2;0;;;;179;;cs;cz;;twitter_1252216958159896577;"Hledame vhodneho uchazece/uchazecku na pozici VEDOUCI ODBORU MARKETINGU.
Nastup: v dohodnutem terminu, nejlepe ihned.

Prihlasky s profesnim zivotopisem a telefonnim kontaktem prijima personalista DPMO, a.s. : vranova@dpmo.cz https://pic.twitter.com/S9jSU4JdJZ";hledame, vhodneho, uchazece, uchazecku, na, pozici, vedouci, odboru, marketingu, nastup, dohodnutem, terminu, nejlepe, ihned, prihlasky, profesnim, zivotopisem, telefonnim, kontaktem, prijima, personalista, dpmo, vranova, dpmo, cz
twitter_1252480811506548736;1;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;Lítačka❓ Tramvajenka❓ Jak jinak říkáte průkazce na MHD❓🤔 https://pic.twitter.com/V7AgJhjIFc;21.04.2020 8:14;21.04.2020 8:20;;https://twitter.com/DPMO_official/statuses/1252480811506548736;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;3;0;0;;0;0;0;0;0;0;0;;;0;1;;;;174;;cs;cz;;twitter_1252480811506548736;Litacka❓ Tramvajenka❓ Jak jinak rikate prukazce na MHD❓🤔 https://pic.twitter.com/V7AgJhjIFc;litacka, tramvajenka, jak, jinak, rikate, prukazce, na, mhd
twitter_1252555851321278464;2;Tweet;;Honza Florida (@HonzaFlorida);7,61585E+17;"@DPMO_official V Práglu odjakživa ""tramvajenka"", nová generace ""legitka"". ""Lítačka"" byla vždy (nejméně) dvojice vojáků, určená k buzeraci záklaďáků. No a protože v Práglu nejezdí šaliny, ale tramvaje (stejné vozidlo, ale šalina jezdí v polích, tramvaj ve městě), tak ""šalinkarta"" už vůbec ne 🙂";21.04.2020 13:12;22.04.2020 0:20;reply_1252480811506548736;https://twitter.com/HonzaFlorida/statuses/1252555851321278464;twitter.com;NEUTRAL;0;Twitter;;;@DPMO_official;m;Olmík;;2;0;0;;0;0;0;0;0;0;0;;;0;1;;;;8;;cs;;;twitter_1252480811506548736;"@DPMO_official V Praglu odjakziva ""tramvajenka"", nova generace ""legitka"". ""Litacka"" byla vzdy (nejmene) dvojice vojaku, urcena k buzeraci zakladaku. No a protoze v Praglu nejezdi saliny, ale tramvaje (stejne vozidlo, ale salina jezdi v polich, tramvaj ve meste), tak ""salinkarta"" uz vubec ne 🙂";dpmo, official, praglu, odjakziva, tramvajenka, nova, generace, legitka, litacka, byla, vzdy, nejmene, dvojice, vojaku, urcena, buzeraci, zakladaku, no, protoze, praglu, nejezdi, saliny, ale, tramvaje, stejne, vozidlo, ale, salina, jezdi, polich, tramvaj, ve, meste, tak, salinkarta, uz, vubec, ne
twitter_1252888663375130625;0;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;11:08 VYNECHANÝ SPOJ 🚌 15 ze zast. Bystrovany, škola (11:03) > Hlavní nádraží (11:14) .;22.04.2020 11:15;22.04.2020 14:09;;https://twitter.com/DPMO_official/statuses/1252888663375130625;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;3;0;0;;0;0;0;0;0;0;0;;;0;0;;;;179;;cs;cz;;twitter_1252888663375130625;11:08 VYNECHANY SPOJ 🚌 15 ze zast. Bystrovany, skola (11:03) > Hlavni nadrazi (11:14) .;vynechany, spoj, ze, zast, bystrovany, skola, hlavni, nadrazi
twitter_1252897113396121600;2;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;Naše krásné 🚋🚋🚋😍 #dpmo #svamipocelyzivot #olomouc #mhd #rubik #tramvaje #tramvaj #krasa https://pic.twitter.com/S8y4Cq9twr;22.04.2020 11:48;22.04.2020 20:16;;https://twitter.com/DPMO_official/statuses/1252897113396121600;twitter.com;POSITIVE;6;Twitter;;;;u;Olmík;;4;0;0;;0;0;0;0;0;0;0;;;0;2;;;;179;;cs;cz;;twitter_1252897113396121600;Nase krasne 🚋🚋🚋😍 #dpmo #svamipocelyzivot #olomouc #mhd #rubik #tramvaje #tramvaj #krasa https://pic.twitter.com/S8y4Cq9twr;nase, krasne, dpmo, svamipocelyzivot, olomouc, mhd, rubik, tramvaje, tramvaj, krasa
twitter_1253238574075580417;0;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;"❗️Změna jízdního řádu linky X❗️

Z důvodu rozhodnutí vlády o postupném uvolňování restriktivních opatření v souvislosti s výskytem koronaviru bude s platností od pondělí 27. 4. 2020 změněn jízdní řád autobusové linky X v pracovních dnech.
https://www.dpmo.cz/informace-pro-cestujici/aktuality/?id=283 https://pic.twitter.com/p8f1ptWOJH";23.04.2020 10:25;23.04.2020 10:52;;https://twitter.com/DPMO_official/statuses/1253238574075580417;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;4;0;0;;0;0;0;0;0;0;0;;;1;1;;;;179;;cs;cz;;twitter_1253238574075580417;"❗️Zmena jizdniho radu linky X❗️

Z duvodu rozhodnuti vlady o postupnem uvolnovani restriktivnich opatreni v souvislosti s vyskytem koronaviru bude s platnosti od pondeli 27. 4. 2020 zmenen jizdni rad autobusove linky X v pracovnich dnech.
https://www.dpmo.cz/informace-pro-cestujici/aktuality/?id=283 https://pic.twitter.com/p8f1ptWOJH";zmena, jizdniho, radu, linky, duvodu, rozhodnuti, vlady, postupnem, uvolnovani, restriktivnich, opatreni, souvislosti, vyskytem, koronaviru, bude, platnosti, od, pondeli, zmenen, jizdni, rad, autobusove, linky, pracovnich, dnech
twitter_1253586658898972673;1;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;❗️Víkendový provoz prodejen Legionářská 1 a Hlavní nádraží byl OBNOVEN❗️ https://pic.twitter.com/Z4OK5CVC0Y;24.04.2020 9:28;24.04.2020 11:09;;https://twitter.com/DPMO_official/statuses/1253586658898972673;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;3;0;0;;0;0;0;0;0;0;0;;;0;0;;;;180;;cs;cz;;twitter_1253586658898972673;❗️Vikendovy provoz prodejen Legionarska 1 a Hlavni nadrazi byl OBNOVEN❗️ https://pic.twitter.com/Z4OK5CVC0Y;vikendovy, provoz, prodejen, legionarska, hlavni, nadrazi, byl, obnoven
twitter_1253663553283899392;-1;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;14:24 VYNECHÁNÍ autobusové linky č. 12 ze zastávky Holice (14:17) - Řepčín, železárny (14:53);24.04.2020 14:34;24.04.2020 21:17;;https://twitter.com/DPMO_official/statuses/1253663553283899392;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;3;0;0;;0;0;0;0;0;0;0;;;0;0;;;;180;;cs;cz;;twitter_1253663553283899392;14:24 VYNECHANI autobusove linky c. 12 ze zastavky Holice (14:17) - Repcin, zelezarny (14:53);vynechani, autobusove, linky, ze, zastavky, holice, repcin, zelezarny
twitter_1254646739904139265;1;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;"🚌Linka X vedená v trase Hlavní nádraží - Žižkovo náměstí - Náměstí Republiky a zpět jezdí ode dnešního dne v době od cca 6:00 do 19:00 v intervalu 15 min.

#svamipocelyzivot #dpmo #autobus #solaris #linkax #udomu https://pic.twitter.com/DH75UZGGQG";27.04.2020 7:41;27.04.2020 8:56;;https://twitter.com/DPMO_official/statuses/1254646739904139265;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;4;0;0;;0;0;0;0;0;0;0;;;0;1;;;;182;;cs;cz;;twitter_1254646739904139265;"🚌Linka X vedena v trase Hlavni nadrazi - Zizkovo namesti - Namesti Republiky a zpet jezdi ode dnesniho dne v dobe od cca 6:00 do 19:00 v intervalu 15 min.

#svamipocelyzivot #dpmo #autobus #solaris #linkax #udomu https://pic.twitter.com/DH75UZGGQG";linka, vedena, trase, hlavni, nadrazi, zizkovo, namesti, namesti, republiky, zpet, jezdi, ode, dnesniho, dne, dobe, od, cca, do, intervalu, min, svamipocelyzivot, dpmo, autobus, solaris, linkax, udomu
twitter_1254682645478412288;-1;Tweet;;DPMO - Dopravní podnik města Olomouce, a. s. (@DPMO_official);9,9194E+17;9:56 ZPOŽDĚNÍ 🚋 3 ze zastávky Náměstí Hrdinů (9:56) > Fibichova (10:06) cca 5-10 minut.;27.04.2020 10:03;27.04.2020 18:16;;https://twitter.com/DPMO_official/statuses/1254682645478412288;twitter.com;NEUTRAL;0;Twitter;;;;u;Olmík;;4;0;0;;0;0;0;0;0;0;0;;;0;1;;;;182;;cs;cz;;twitter_1254682645478412288;9:56 ZPOZDENI 🚋 3 ze zastavky Namesti Hrdinu (9:56) > Fibichova (10:06) cca 5-10 minut.;zpozdeni, ze, zastavky, namesti, hrdinu, fibichova, cca, minut
