id;sentiment_priemer;Specific type;Title;Author;Author id;text;Created;Added to system;Context;Link to the source;Domain;Sentiment;Sentiment points;Domain group;quality points;Tag;Keywords;Gender;Project name;field20;influenceScore;comments;views;shares;wow;love;like;haha;sad;angry;thankful;uniqueVievs;fans;retweet;favs;hearts;likes;dislikes;followers;Geolocation;Language;Country;Rating;Thread ID;text_cleaned;tokenizator
twitter_1253274759200231436;-1;Tweet;;DP Ostrava (@DPOstrava);8,01845E+17;"Vážení cestující, představujeme vám náš plán návratu k běžnému provozu! 👇
http://bit.ly/DPOobnoveniprovozu";23.04.2020 12:49;23.04.2020 13:43;;https://twitter.com/DPOstrava/statuses/1253274759200231436;twitter.com;NEUTRAL;0;Twitter;;;;u;DPOstrava;;5;0;0;;0;0;0;0;0;0;0;;;0;1;;;;1485;;cs;cz;;twitter_1253274759200231436;"Vazeni cestujici, predstavujeme vam nas plan navratu k beznemu provozu! 👇
http://bit.ly/DPOobnoveniprovozu";vazeni, cestujici, predstavujeme, vam, nas, plan, navratu, beznemu, provozu
twitter_1255390427617857538;-1;Tweet;;DP Ostrava (@DPOstrava);8,01845E+17;Prodejna u Karoliny bude dočasně uzavřena. ⛔️ Otevřeno máme do 29. 4. do 12:00 a znovu pro vás otevřeme v úterý 5. 5. na adrese Dlouhá 3355/6, Moravská Ostrava (poblíž Masarykova náměstí). Více informací na 👇https://www.dpo.cz/pro-cestujici/jizdne-dp/prodejny.html;29.04.2020 8:56;29.04.2020 14:26;;https://twitter.com/DPOstrava/statuses/1255390427617857538;twitter.com;NEUTRAL;0;Twitter;;;;u;DPOstrava;;5;0;0;;0;0;0;0;0;0;0;;;0;1;;;;1485;;cs;cz;;twitter_1255390427617857538;Prodejna u Karoliny bude docasne uzavrena. ⛔️ Otevreno mame do 29. 4. do 12:00 a znovu pro vas otevreme v utery 5. 5. na adrese Dlouha 3355/6, Moravska Ostrava (pobliz Masarykova namesti). Vice informaci na 👇https://www.dpo.cz/pro-cestujici/jizdne-dp/prodejny.html;prodejna, karoliny, bude, docasne, uzavrena, otevreno, mame, do, do, znovu, pro, vas, otevreme, utery, na, adrese, dlouha, moravska, ostrava, pobliz, masarykova, namesti, vice, informaci, na
twitter_1255857248766754817;-1;Tweet;;DP Ostrava (@DPOstrava);8,01845E+17;Od prvního máje se rozjedou tramvaje 🚊 opět i po Výškovických mostech. Veškeré jejich výluky a omezení jsou u konce. ☺️ Přibližně v půlce května na mosty budou moci vjet i auta 🚗 a cyklisté. 🚴‍♂️ https://pic.twitter.com/6n7w2A2cNe;30.04.2020 15:51;30.04.2020 16:41;;https://twitter.com/DPOstrava/statuses/1255857248766754817;twitter.com;NEUTRAL;0;Twitter;;;;u;DPOstrava;;5;0;0;;0;0;0;0;0;0;0;;;0;18;;;;1485;;cs;cz;;twitter_1255857248766754817;Od prvniho maje se rozjedou tramvaje 🚊 opet i po Vyskovickych mostech. Veskere jejich vyluky a omezeni jsou u konce. ☺️ Priblizne v pulce kvetna na mosty budou moci vjet i auta 🚗 a cykliste. 🚴‍♂️ https://pic.twitter.com/6n7w2A2cNe;od, prvniho, maje, se, rozjedou, tramvaje, opet, po, vyskovickych, mostech, veskere, jejich, vyluky, omezeni, jsou, konce, priblizne, pulce, kvetna, na, mosty, budou, moci, vjet, auta, cykliste
twitter_1255869632126152705;0;Tweet;;lukas hron (@lukashron22);315700085;@DPOstrava To je tak strašně rozkošné, jak dvě mladé SLEČNY drží provaz 4 MUŽŮM v předdůchodovém věku.;30.04.2020 16:40;30.04.2020 22:18;reply_1255857248766754817;https://twitter.com/lukashron22/statuses/1255869632126152705;twitter.com;NEUTRAL;0;Twitter;;;@DPOstrava;m;DPOstrava;;3;0;0;;0;0;0;0;0;0;0;;;0;0;;;;71;;cs;vn;;twitter_1255857248766754817;@DPOstrava To je tak strasne rozkosne, jak dve mlade SLECNY drzi provaz 4 MUZUM v predduchodovem veku.;dpostrava, to, je, tak, strasne, rozkosne, jak, dve, mlade, slecny, drzi, provaz, muzum, predduchodovem, veku
twitter_1256098574821179392;-1;Tweet;;Martin Hadaščok (@martin_hadascok);9,17873E+17;@DPOstrava Musí se nechat, že tentokrát tam v časech pandemických na místo nedůstojného exhibování komunálních náměstků v důchodovém věku konečně pozvali stavbyvedoucího i s 3 mistry směn i ranní a odpolední svačinářkou👍;01.05.2020 7:50;01.05.2020 11:00;reply_1255857248766754817;https://twitter.com/martin_hadascok/statuses/1256098574821179392;twitter.com;NEUTRAL;0;Twitter;;;@DPOstrava;u;DPOstrava;;3;0;0;;0;0;0;0;0;0;0;;;0;1;;;;128;;cs;;;twitter_1255857248766754817;@DPOstrava Musi se nechat, ze tentokrat tam v casech pandemickych na misto nedustojneho exhibovani komunalnich namestku v duchodovem veku konecne pozvali stavbyvedouciho i s 3 mistry smen i ranni a odpoledni svacinarkou👍;dpostrava, musi, se, nechat, ze, tentokrat, tam, casech, pandemickych, na, misto, nedustojneho, exhibovani, komunalnich, namestku, duchodovem, veku, konecne, pozvali, stavbyvedouciho, mistry, smen, ranni, odpoledni, svacinarkou
twitter_1256886664749813760;1;Tweet;;Roman Ripa (@romanripa);16590543;Jak zpropagovat myšlenku městských autobusů na bioplyn #ideas @PrahaEU @DPPOficialni @DPMO_official @dopravnipodnik @DPOstrava @PMDPnews @DPMBofficial @IzDopravacz https://pic.twitter.com/kUKp44vD82;03.05.2020 12:01;03.05.2020 15:15;;https://twitter.com/romanripa/statuses/1256886664749813760;twitter.com;NEUTRAL;0;Twitter;;;@DPOstrava;m;DPOstrava;;4;0;0;;0;0;0;0;0;0;0;;;0;0;;;;717;;cs;cz;;twitter_1256886664749813760;Jak zpropagovat myslenku mestskych autobusu na bioplyn #ideas @PrahaEU @DPPOficialni @DPMO_official @dopravnipodnik @DPOstrava @PMDPnews @DPMBofficial @IzDopravacz https://pic.twitter.com/kUKp44vD82;jak, zpropagovat, myslenku, mestskych, autobusu, na, bioplyn, ideas, prahaeu, dppoficialni, dpmo, official, dopravnipodnik, dpostrava, pmdpnews, dpmbofficial, izdopravacz
twitter_1257284029851803648;1;Tweet;;Andrej Foltýnek (@AFoltnek);2524916643;@janekrubes @Filipes294 @DPPOficialni Nejlepší je @DPOstrava 😁👍;04.05.2020 14:20;05.05.2020 3:54;reply_1257278592238657537;https://twitter.com/AFoltnek/statuses/1257284029851803648;twitter.com;POSITIVE;8;Twitter;;;@DPOstrava;m;DPOstrava;;2;0;0;;0;0;0;0;0;0;0;;;0;2;;;;8;;cs;;;twitter_1257175812450680842;@janekrubes @Filipes294 @DPPOficialni Nejlepsi je @DPOstrava 😁👍;janekrubes, filipes, dppoficialni, nejlepsi, je, dpostrava
twitter_1257307071390736397;1;Tweet;;L•C•SVLLA (@LSvlla);1,10611E+18;@AFoltnek @janekrubes @Filipes294 @DPPOficialni @DPOstrava S tím se ale po Praze nikam moc nesvezete... 😂;04.05.2020 15:52;05.05.2020 3:02;reply_1257284029851803648;https://twitter.com/LSvlla/statuses/1257307071390736397;twitter.com;NEUTRAL;0;Twitter;;;@DPOstrava;u;DPOstrava;;3;0;0;;0;0;0;0;0;0;0;;;0;3;;;;13;;cs;;;twitter_1257284029851803648;@AFoltnek @janekrubes @Filipes294 @DPPOficialni @DPOstrava S tim se ale po Praze nikam moc nesvezete... 😂;afoltnek, janekrubes, filipes, dppoficialni, dpostrava, tim, se, ale, po, praze, nikam, moc, nesvezete
twitter_1257308935897313292;-1;Tweet;;Andrej Foltýnek (@AFoltnek);2524916643;@LSvlla @janekrubes @Filipes294 @DPPOficialni @DPOstrava To máte pravdu 😁👍;04.05.2020 15:59;05.05.2020 5:39;reply_1257307071390736397;https://twitter.com/AFoltnek/statuses/1257308935897313292;twitter.com;NEUTRAL;0;Twitter;;;@DPOstrava;m;DPOstrava;;1;0;0;;0;0;0;0;0;0;0;;;0;0;;;;8;;cs;;;twitter_1257175812450680842;@LSvlla @janekrubes @Filipes294 @DPPOficialni @DPOstrava To mate pravdu 😁👍;lsvlla, janekrubes, filipes, dppoficialni, dpostrava, to, mate, pravdu
twitter_1263949165903720448;0;Tweet;;Ghetto Rocka no.1 (@GhettoRocka);414225829;"Jedu tramvají...po 7 měsících....

nikdy jsem se necítil tak kontrolovaný a pod drobnohledem jak v @DPOstrava

Strach nás do temnoty sváže 🧐";22.05.2020 23:45;23.05.2020 9:44;;https://twitter.com/GhettoRocka/statuses/1263949165903720448;twitter.com;NEUTRAL;0;Twitter;;;@DPOstrava;u;DPOstrava;;4;0;0;;0;0;0;0;0;0;0;;;0;0;;;;308;;cs;;;twitter_1263949165903720448;"Jedu tramvaji...po 7 mesicich....

nikdy jsem se necitil tak kontrolovany a pod drobnohledem jak v @DPOstrava

Strach nas do temnoty svaze 🧐";jedu, tramvaji, po, mesicich, nikdy, jsem, se, necitil, tak, kontrolovany, pod, drobnohledem, jak, dpostrava, strach, nas, do, temnoty, svaze
twitter_1265316638804639745;0;Tweet;;Čert z Tazmanie (@Jan01235413);1,0043E+18;"prdele, že jel přes celou Ostravu bez rousky. V dopravním prostředků města Ostravy @DPOstrava.
Zasl jsem. Jak byl drzý a opovazlivi k tomu. Před výstupem asi od Svinova daval najevo svoji přítelkyni, že je kurva, lehka holka a da každému. Teď a tady třeba i v tramvaji.";26.05.2020 18:19;26.05.2020 18:38;reply_1265316636447424512;https://twitter.com/Jan01235413/statuses/1265316638804639745;twitter.com;NEGATIVE;-16;Twitter;;;@DPOstrava;m;DPOstrava;;3;0;0;;0;0;0;0;0;0;0;;;0;0;;;;165;;cs;;;twitter_1265316636447424512;"prdele, ze jel pres celou Ostravu bez rousky. V dopravnim prostredku mesta Ostravy @DPOstrava.
Zasl jsem. Jak byl drzy a opovazlivi k tomu. Pred vystupem asi od Svinova daval najevo svoji pritelkyni, ze je kurva, lehka holka a da kazdemu. Ted a tady treba i v tramvaji.";prdele, ze, jel, pres, celou, ostravu, bez, rousky, dopravnim, prostredku, mesta, ostravy, dpostrava, zasl, jsem, jak, byl, drzy, opovazlivi, tomu, pred, vystupem, asi, od, svinova, daval, najevo, svoji, pritelkyni, ze, je, kurva, lehka, holka, da, kazdemu, ted, tady, treba, tramvaji
twitter_1267345789489209350;0;Tweet;;DP Ostrava (@DPOstrava);8,01845E+17;"Rychleji, tišeji, pohodlněji a v hezčím prostředí. ☺ To je hlavní motto pro modernizaci tramvajových tratí 🚊 s největší investicí v novodobé historii podniku. V souvislosti s ní nás čeká několik výluk a omezení, ale výsledek bude stát za to.
Více na http://bit.ly/Modernizacetrati";01.06.2020 8:42;02.06.2020 1:42;;https://twitter.com/DPOstrava/statuses/1267345789489209350;twitter.com;NEUTRAL;0;Twitter;;;;u;DPOstrava;;5;0;0;;0;0;0;0;0;0;0;;;3;11;;;;1485;;cs;cz;;twitter_1267345789489209350;"Rychleji, tiseji, pohodlneji a v hezcim prostredi. ☺ To je hlavni motto pro modernizaci tramvajovych trati 🚊 s nejvetsi investici v novodobe historii podniku. V souvislosti s ni nas ceka nekolik vyluk a omezeni, ale vysledek bude stat za to.
Vice na http://bit.ly/Modernizacetrati";rychleji, tiseji, pohodlneji, hezcim, prostredi, to, je, hlavni, motto, pro, modernizaci, tramvajovych, trati, nejvetsi, investici, novodobe, historii, podniku, souvislosti, ni, nas, ceka, nekolik, vyluk, omezeni, ale, vysledek, bude, stat, za, to, vice, na
twitter_1267346846801952769;2;Tweet;;Čestmír Ondrušák (@mightyceon);2878448631;@DPOstrava To je super, ale rád bych se při té příležitosti zeptal na jinou věc : kdy se znovu zpřístupní možnost nástupu předními dveřmi? Díky za odpověď.;01.06.2020 8:46;01.06.2020 10:28;reply_1267345789489209350;https://twitter.com/mightyceon/statuses/1267346846801952769;twitter.com;POSITIVE;10;Twitter;;;@DPOstrava;m;DPOstrava;;1;0;0;;0;0;0;0;0;0;0;;;0;0;;;;21;;cs;;;twitter_1267345789489209350;@DPOstrava To je super, ale rad bych se pri te prilezitosti zeptal na jinou vec : kdy se znovu zpristupni moznost nastupu prednimi dvermi? Diky za odpoved.;dpostrava, to, je, super, ale, rad, bych, se, pri, te, prilezitosti, zeptal, na, jinou, vec, kdy, se, znovu, zpristupni, moznost, nastupu, prednimi, dvermi, diky, za, odpoved
twitter_1267352483183149058;1;Tweet;;topič elektrárenský (@a_dosh);196629953;@DPOstrava A opravdu to zrychlení 21 vteřin stojí za těch 130 milionů Kč? https://www.msstavby.cz/21-vterin-za-132-mil-kc-17-03-2020/ respektive 10 vteřin za 14 milionů? https://www.msstavby.cz/zrychleni-zarubek-hranecnik-o-9s-06-04-2020/ nesly by ty peníze využít lépe? Například dopravní uzel UAN/Nám. Republiky vypadá dost odpudivě...;01.06.2020 9:09;01.06.2020 12:40;reply_1267345789489209350;https://twitter.com/a_dosh/statuses/1267352483183149058;twitter.com;NEUTRAL;0;Twitter;;;@DPOstrava;u;DPOstrava;;3;0;0;;0;0;0;0;0;0;0;;;0;2;;;;21;;cs;cz;;twitter_1267345789489209350;@DPOstrava A opravdu to zrychleni 21 vterin stoji za tech 130 milionu Kc? https://www.msstavby.cz/21-vterin-za-132-mil-kc-17-03-2020/ respektive 10 vterin za 14 milionu? https://www.msstavby.cz/zrychleni-zarubek-hranecnik-o-9s-06-04-2020/ nesly by ty penize vyuzit lepe? Napriklad dopravni uzel UAN/Nam. Republiky vypada dost odpudive...;dpostrava, opravdu, to, zrychleni, vterin, stoji, za, tech, milionu, kc, respektive, vterin, za, milionu, nesly, by, ty, penize, vyuzit, lepe, napriklad, dopravni, uzel, uan, nam, republiky, vypada, dost, odpudive
twitter_1267545381778440193;-1;Tweet;;Petr Hradil (@hradil_petr);9,96076E+17;"@a_dosh @DPOstrava Když si spočítáme, kolik cestujících tím úsekem projede, a každý ušetří 21 sekund, je spíše otázka, kdy se to na ""člověkhodinách"" vrátí, než jestli.";01.06.2020 21:55;01.06.2020 22:03;reply_1267352483183149058;https://twitter.com/hradil_petr/statuses/1267545381778440193;twitter.com;NEUTRAL;0;Twitter;;;@DPOstrava;u;DPOstrava;;2;0;0;;0;0;0;0;0;0;0;;;1;1;;;;37;;cs;;;twitter_1267345789489209350;"@a_dosh @DPOstrava Kdyz si spocitame, kolik cestujicich tim usekem projede, a kazdy usetri 21 sekund, je spise otazka, kdy se to na ""clovekhodinach"" vrati, nez jestli.";dosh, dpostrava, kdyz, si, spocitame, kolik, cestujicich, tim, usekem, projede, kazdy, usetri, sekund, je, spise, otazka, kdy, se, to, na, clovekhodinach, vrati, nez, jestli
twitter_1267750316927221763;-3;Tweet;;topič elektrárenský (@a_dosh);196629953;"@hradil_petr @DPOstrava Opravdu si nemyslím, že by 20 vteřin někoho""vytrhlo"", mnohem více času stráví člověk čekáním na spoj nebo připoj... Pokud by tyto jezdily na čas, vyneslo by to oněch člověkohodin mnohem více, týkalo by se celé sítě a ne jedné trati.";02.06.2020 11:30;02.06.2020 15:28;reply_1267545381778440193;https://twitter.com/a_dosh/statuses/1267750316927221763;twitter.com;NEGATIVE;-8;Twitter;;;@DPOstrava;u;DPOstrava;;1;0;0;;0;0;0;0;0;0;0;;;0;0;;;;21;;cs;cz;;twitter_1267345789489209350;"@hradil_petr @DPOstrava Opravdu si nemyslim, ze by 20 vterin nekoho""vytrhlo"", mnohem vice casu stravi clovek cekanim na spoj nebo pripoj... Pokud by tyto jezdily na cas, vyneslo by to onech clovekohodin mnohem vice, tykalo by se cele site a ne jedne trati.";hradil, petr, dpostrava, opravdu, si, nemyslim, ze, by, vterin, nekoho, vytrhlo, mnohem, vice, casu, stravi, clovek, cekanim, na, spoj, nebo, pripoj, pokud, by, tyto, jezdily, na, cas, vyneslo, by, to, onech, clovekohodin, mnohem, vice, tykalo, by, se, cele, site, ne, jedne, trati
twitter_1268067271144071168;1;Tweet;;Zuzana Bajgarová (@ZBajgarova);9,19191E+17;@a_dosh @DPOstrava Nám. Republiky je ve fázi územního řízení. Přijde na to řada. Každopádně je to soubor řady projektů, přeřešení xx míst a řady aspektů, včetně postupného zrychlování, které přinesou žádoucí kvalitativní posun.;03.06.2020 8:29;04.06.2020 1:40;reply_1267352483183149058;https://twitter.com/ZBajgarova/statuses/1268067271144071168;twitter.com;POSITIVE;4;Twitter;;;@DPOstrava;f;DPOstrava;;4;0;0;;0;0;0;0;0;0;0;;;0;2;;;;537;;cs;cz;;twitter_1267345789489209350;@a_dosh @DPOstrava Nam. Republiky je ve fazi uzemniho rizeni. Prijde na to rada. Kazdopadne je to soubor rady projektu, prereseni xx mist a rady aspektu, vcetne postupneho zrychlovani, ktere prinesou zadouci kvalitativni posun.;dosh, dpostrava, nam, republiky, je, ve, fazi, uzemniho, rizeni, prijde, na, to, rada, kazdopadne, je, to, soubor, rady, projektu, prereseni, xx, mist, rady, aspektu, vcetne, postupneho, zrychlovani, ktere, prinesou, zadouci, kvalitativni, posun
